date_time_(UTC),channel,duration,https://archive.org/details/,text
2024-02-29 03:56:00,MSNBCW,8,MSNBCW_20240229_030000_The_Last_Word_With_Lawrence_ODonnell/start/3360,"JUDGE DENIES TRUMP OFFER TO PAY $1OOM BOND. IN APPEAL OF \""IMPOSSIBLE\"" $464M NY CIVIL PENALTY"
2024-02-29 03:57:00,CNNW,33,CNNW_20240229_030000_King_Charles/start/3420,"JUSTICES TO HEAR TRUMP IMMUNITY CLAIM, LIKELY DELAYING TRIAL\nSUPREME COURT AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Douglas Brinkley | Presidential Historian\nJUSTICES TO HEAR TRUMP IMMUNITY CLAIM, LIKELY DELAYING TRIAL. . Douglas Brinkley | Presidential Historian"
2024-02-29 03:57:00,MSNBCW,9,MSNBCW_20240229_030000_The_Last_Word_With_Lawrence_ODonnell/start/3420,People featured are compensated by Gilead.\nBIKTARVY® is a prescription medicine for many people with HIV-1.. Your healthcare provider will determine if BIKTARVY is right for you.\nHIV-1is the virus that causes AIDS.
2024-02-29 03:58:00,CNNW,36,CNNW_20240229_030000_King_Charles/start/3480,"JUSTICES TO HEAR TRUMP IMMUNITY CLAIM, LIKELY DELAYING TRIAL\nJUSTICES TO HEAR TRUMP IMMUNITY CLAIM, LIKELY DELAYING TRIAL. . Douglas Brinkley | Presidential Historian"
2024-02-29 03:58:00,MSNBCW,7,MSNBCW_20240229_030000_The_Last_Word_With_Lawrence_ODonnell/start/3480,"According to DHHS, taking HIV treatment as prescribed and getting to and staying. for at least 6 months prevents transmitting HIV through sex. Talk to your healthcare pro\nTell your healthcare provider right away about any symptoms you have while takir\nTell your healthcare provider about any medicines and supplements you\nIf you have hepatitis B and stop taking BIKTARVY,. your hepatitis may get worse.\nUndetectable means the amount of virus. in your blood is so low it cannot be measured by a lab test."
2024-02-29 03:59:00,CNNW,29,CNNW_20240229_030000_King_Charles/start/3540,SUPREME DECISION RAISES DOUBT OF TRUMP TRIAL BEFORE ELECTION. . Douglas Brinkley | Presidential Historian\nSUPREME DECISION RAISES DOUBT OF TRUMP TRIAL BEFORE ELECTION\nTRUMP APPLAUDS SUPREME COURT TAKING UP HIS IMMUNITY CLAIM
2024-02-29 04:00:00,CNNW,47,CNNW_20240229_030000_King_Charles/start/3600,"COMEDIAN AND \""CURB\"" STAR RICHARD LEWIS DIES AT 76\nSUPREME COURT AGREES TO HEAR TRUMP'S IMMUNITY CLAIM"
2024-02-29 04:01:00,CNNW,31,CNNW_20240229_040000_Laura_Coates_Live/start/60,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM
2024-02-29 04:01:00,FOXNEWSW,10,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/60,R. RECENT MIGRANT ARRESTS FOR MURDER AND RAPE\n> MATT FINN
2024-02-29 04:01:00,MSNBCW,45,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/60,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM
2024-02-29 04:02:00,BBCNEWS,31,BBCNEWS_20240229_040000_BBC_News/start/120,US: Deal reached to avoid partial govt shutdown
2024-02-29 04:02:00,FOXNEWSW,32,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/120,"ILLEGAL IMMIGRANT ARRESTED IN MURDER OF 2-YEAR-OLD\nTEEN MIGRANT ACCUSED OF RAPING 14-YEAR-OLD GIRL\nATHENS, GA RESIDENTS ANGRY OVER RILEY'S DEATH"
2024-02-29 04:02:00,MSNBCW,50,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/120,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\nJUDGE DENIES TRUMP REQUEST TO HALT. $464 MILLION PENALTY IN FRAUD TRIAL
2024-02-29 04:03:00,FOXNEWSW,18,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/180,"ATHENS, GA RESIDENTS ANGRY OVER RILEY'S DEATH\n> KELLY GIRTZ (D) | ATHENS, GA MAYOR"
2024-02-29 04:03:00,MSNBCW,28,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/180,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\nANDREW WEISSMANN [RGVREb e\nJUDGE DENIES TRUMP REQUEST TO HALT. $464 MILLION PENALTY IN FRAUD TRIAL
2024-02-29 04:04:00,BBCNEWS,7,BBCNEWS_20240229_040000_BBC_News/start/240,McConnell to quit as US Senate Republican leader\nUS: Deal reached to avoid partial govt shutdown
2024-02-29 04:04:00,CNNW,49,CNNW_20240229_040000_Laura_Coates_Live/start/240,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Evan Pérez @W Senior Justice Correspondent
2024-02-29 04:04:00,MSNBCW,61,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/240,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM
2024-02-29 04:05:00,BBCNEWS,8,BBCNEWS_20240229_040000_BBC_News/start/300,McConnell to quit as US Senate Republican leader\nUS Supreme court divided on key gun rights issue
2024-02-29 04:05:00,CNNW,30,CNNW_20240229_040000_Laura_Coates_Live/start/300,"SUPREME COURT TO HEAR ARGUMENTS OVER. TRUMP PRESIDENTIAL IMMUNITY CLAIM IN APRIL\nSCOTUS TO DECIDE TRUMP IMMUNITY CLAIM,. DELAYING ELECTION SUBVERSION TRIAL\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM"
2024-02-29 04:05:00,FOXNEWSW,8,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/300,RASH OF MIGRANT CRIMES STEM FROM BORDER CRISIS | 75 Eeay
2024-02-29 04:06:00,BBCNEWS,6,BBCNEWS_20240229_040000_BBC_News/start/360,US Supreme court divided on key gun rights issue
2024-02-29 04:06:00,CNNW,63,CNNW_20240229_040000_Laura_Coates_Live/start/360,SUPREME COURT TO HEAR ARGUMENTS OVER. TRUMP PRESIDENTIAL IMMUNITY CLAIM IN APRIL
2024-02-29 04:06:00,MSNBCW,56,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/360,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\nFMR. FEDERAL PROSECUTOR
2024-02-29 04:07:00,BBCNEWS,4,BBCNEWS_20240229_040000_BBC_News/start/420,US top court hears oral arguments on bump stocks
2024-02-29 04:07:00,CNNW,53,CNNW_20240229_040000_Laura_Coates_Live/start/420,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM
2024-02-29 04:07:00,FOXNEWSW,14,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/420,OUTRAGE GROWS OVER SANCTUARY CITY POLICIES |- 1ESnAv
2024-02-29 04:07:00,MSNBCW,54,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/420,"| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\n\""THE DIVIDER\"". CO-AUTHOR"
2024-02-29 04:08:00,CNNW,26,CNNW_20240229_040000_Laura_Coates_Live/start/480,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Rick Hasen | Professor of Law & Political Science, UCLA\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. Rick Hasen | Author, \""A Real Right to Vote\"
2024-02-29 04:08:00,MSNBCW,62,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/480,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM
2024-02-29 04:09:00,CNNW,28,CNNW_20240229_040000_Laura_Coates_Live/start/540,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. Rick Hasen | Author, \""A Real Right to Vote\""\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Rick Hasen | Professor of Law & Political Science, UCLA"
2024-02-29 04:09:00,FOXNEWSW,8,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/540,"BORDER PATROL CHEF WARNS OF MIGRANT \""GOTAWAYS\"" |- 1 £S5 Av"
2024-02-29 04:09:00,MSNBCW,53,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/540,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\nANDREW WEISSMANN [RGVREb e
2024-02-29 04:10:00,CNNW,59,CNNW_20240229_040000_Laura_Coates_Live/start/600,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. Rick Hasen | Author, \""A Real Right to Vote\"
2024-02-29 04:10:00,FOXNEWSW,21,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/600,BIDEN & TRUMP TO VISIT SOUTHERN BORDER THURSDAY |- 15 E5 5 Av
2024-02-29 04:10:00,MSNBCW,59,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/600,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM
2024-02-29 04:11:00,BBCNEWS,4,BBCNEWS_20240229_040000_BBC_News/start/660,Top US court will rule on Trump immunity claims
2024-02-29 04:11:00,CNNW,40,CNNW_20240229_040000_Laura_Coates_Live/start/660,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nTiffany R. Wright | Former Law Clerk for Justice Sonia Sotomayor\nSCOTUS TO DECIDE TRUMP IMMUNITY CLAIM,. DELAYING ELECTION SUBVERSION TRIAL"
2024-02-29 04:11:00,FOXNEWSW,15,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/660,ATHENS MAYOR SHOUTED DOWN DURING NEWS CONFERENCE |- 75E S A\nATHENS MAYOR SHOUTED DOWN DURING NEWS CONFERENCE |55
2024-02-29 04:12:00,CNNW,56,CNNW_20240229_040000_Laura_Coates_Live/start/720,"SCOTUS TO DECIDE TRUMP IMMUNITY CLAIM,. DELAYING ELECTION SUBVERSION TRIAL"
2024-02-29 04:12:00,FOXNEWSW,21,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/720,ILLEGAL IMMIGRANTS CHARGED WITH VIOLENT OFFENSES\nNEW DEVELOPMENT: LAKEN RILEY DID MAKE 911 CALL\n» DANAMARIE MCNICHOLL
2024-02-29 04:13:00,FOXNEWSW,50,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/780,ILLEGAL IMMIGRANTS CHARGED WITH VIOLENT OFFENSES
2024-02-29 04:15:00,MSNBCW,53,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/900,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\nFMR. FEDERAL PROSECUTOR
2024-02-29 04:16:00,MSNBCW,57,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/960,"| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\n\""THE DIVIDER\"". CO-AUTHOR"
2024-02-29 04:17:00,BBCNEWS,18,BBCNEWS_20240229_040000_BBC_News/start/1020,Ukraine blames US Congress inaction for losses\nUkraine war: Russia makes gains
2024-02-29 04:17:00,FOXNEWSW,11,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1020,COMER: HUNTER'S TESTIMONY CONTRADICTED OTHERS |- 15E5 5 Av
2024-02-29 04:17:00,MSNBCW,41,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1020,| SUPREME COURT WILL HEAR TRUMP'S IMMUNITY CLAIM\nE AzMSNBC. ANDREW WEISSMANN LEGAL CONTRIBUTOR\nJUDGE DENIES TRUMP REQUEST TO HALT. $464 MILLION PENALTY IN FRAUD TRIAL
2024-02-29 04:18:00,BBCNEWS,36,BBCNEWS_20240229_040000_BBC_News/start/1080,Ukrainian soldiers considerably older than average forces\nGeneral David Petraeus discusses aid to Ukraine\nFormer CIA Director. [O NEWS
2024-02-29 04:18:00,CNNW,28,CNNW_20240229_040000_Laura_Coates_Live/start/1080,"SCOTUS TO DECIDE TRUMP IMMUNITY CLAIM,. DELAYING ELECTION SUBVERSION TRIAL\nMICHAEL COHEN ON TRUMP'S IMMUNITY CLAIM"
2024-02-29 04:18:00,MSNBCW,61,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1080,JUDGE DENIES TRUMP REQUEST TO HALT. $464 MILLION PENALTY IN FRAUD TRIAL
2024-02-29 04:19:00,BBCNEWS,21,BBCNEWS_20240229_040000_BBC_News/start/1140,Prince Harry loses court challenge over UK security\nUkrainian soldiers considerably older than average forces\nT. . [O NEWS\n[O NEWS
2024-02-29 04:19:00,MSNBCW,48,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1140,JUDGE DENIES TRUMP REQUEST TO HALT. $464 MILLION PENALTY IN FRAUD TRIAL\nAzMSNBC. LEGAL ANALYST
2024-02-29 04:20:00,BBCNEWS,19,BBCNEWS_20240229_040000_BBC_News/start/1200,Thousands of protesting farmers descend on Cardiff\nCourt: NI Troubles immunity clause 'breaches' human rights\nGhana parliament passes strict anti-LGBTQ+ bill\n[O NEWS
2024-02-29 04:21:00,BBCNEWS,25,BBCNEWS_20240229_040000_BBC_News/start/1260,"Ghana parliament passes strict anti-LGBTQ+ bill\nGhana anti-LGBTQ+ bill imposes jail terms\nBill considered one of the harshest of its kind in Africa\nSenior Director of Law and Policy, Outright International. [O NEWS"
2024-02-29 04:21:00,MSNBCW,5,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1260,"© 2O24 Expedia, Inc. All rights reserved. CST # 2O29O3O-5O"
2024-02-29 04:22:00,BBCNEWS,13,BBCNEWS_20240229_040000_BBC_News/start/1320,Ghana passes bill making identifying as LGBTQ+ illegal\nFrench Senate backs enshrining right to abortion in constitution\nGhana parliament passes strict anti-LGBTQ+ bill\nBill considered one of the harshest of its kind in Africa
2024-02-29 04:23:00,BBCNEWS,19,BBCNEWS_20240229_040000_BBC_News/start/1380,Officials explain why Odysseus had rocky moon landing\nFrench Senate backs enshrining right to abortion in constitution\n[O NEWS
2024-02-29 04:23:00,CNNW,55,CNNW_20240229_040000_Laura_Coates_Live/start/1380,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM
2024-02-29 04:23:00,MSNBCW,6,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1380,"Offer ends 5/5/24. Restrictions apply. Not available in all areas. Ecobil and autopay required. New customers only. Early termintion fee apples. Equipment, installation, taxes and fex. Cal for restictions and complete Getals."
2024-02-29 04:24:00,BBCNEWS,38,BBCNEWS_20240229_040000_BBC_News/start/1440,Officials explain why Odysseus had rocky moon landing\nIntuitive Machines. [O NEWS
2024-02-29 04:24:00,CNNW,27,CNNW_20240229_040000_Laura_Coates_Live/start/1440,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Former Lawyer for Donald Trump\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Author, \""Revenge\""\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Host, \""Mea Culpa\"" and \""Political Beatdown\"" Podcasts"
2024-02-29 04:25:00,BBCNEWS,24,BBCNEWS_20240229_040000_BBC_News/start/1500,Officials explain why Odysseus had rocky moon landing\nOpen University. [O NEWS
2024-02-29 04:25:00,CNNW,38,CNNW_20240229_040000_Laura_Coates_Live/start/1500,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Former Lawyer for Donald Trump\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Principal, Crisis-X"
2024-02-29 04:25:00,FOXNEWSW,18,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1500,1--8OO 25O 5148
2024-02-29 04:25:00,MSNBCW,48,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1500,". IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\nRESOLVE: THE NATIONAL INFERTILITY. . BARBARA COLLURA ASSOCATION, PRESIDENT & CEO"
2024-02-29 04:26:00,BBCNEWS,3,BBCNEWS_20240229_040000_BBC_News/start/1560,[O NEWS
2024-02-29 04:26:00,CNNW,22,CNNW_20240229_040000_Laura_Coates_Live/start/1560,"TRUMP ORDERED TO POST BOND FOR FULL $454M FRAUD JUDGMENT\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Author, \""Revenge\""\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Host, \""Mea Culpa\"" and \""Political Beatdown\"" Podcasts\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nTRUMP ORDERED TO POST BOND FOR FULL $454M FRAUD JUDGMENT. . Michael Cohen | Former Lawyer for Donald Trump"
2024-02-29 04:26:00,MSNBCW,54,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1560,"IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\nFMR. SEN. DOUG JONES (RJIFA:ZAVNN"
2024-02-29 04:27:00,CNNW,35,CNNW_20240229_040000_Laura_Coates_Live/start/1620,"EX-TRUMP FIXER, MICHAEL COHEN, ON TRUMP LAWYER. SAYING \""IMPOSSIBLE\"" TO COME UP WITH $454M BOND\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nTRUMP ORDERED TO POST BOND FOR FULL $454M FRAUD JUDGMENT. . Michael Cohen | Former Lawyer for Donald Trump"
2024-02-29 04:27:00,MSNBCW,41,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1620,"IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\n. IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\nCENTER FOR AMERICAN PROGRESS. FMR. SEN. DOUG JONES DISTINGUISHED SENIOR FELLOW"
2024-02-29 04:28:00,BBCNEWS,16,BBCNEWS_20240229_040000_BBC_News/start/1680,d Plymouth Saturday
2024-02-29 04:28:00,CNNW,22,CNNW_20240229_040000_Laura_Coates_Live/start/1680,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Author, \""Revenge\""\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Former Lawyer for Donald Trump\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Host, \""Mea Culpa\"" and \""Political Beatdown\"" Podcasts\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Michael Cohen | Principal, Crisis-X"
2024-02-29 04:28:00,FOXNEWSW,7,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1680,"BIDEN BLASTS GOP OVER MENTAL FITNESS CONCERNS |- 735y\nWH PHYSICIAN SAYS BIDEN IS \""HEALTHY\"" AND \""ROBUST\"" [ +SUBERe"
2024-02-29 04:28:00,MSNBCW,45,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1680,"IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\n. TRUMP SAYS HE SUPPORTS IVF AFTER EMBRYO RULING"
2024-02-29 04:29:00,CNNW,43,CNNW_20240229_040000_Laura_Coates_Live/start/1740,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nWHAT WOULD SWEEPING IMMUNITY MEAN FOR CHECKS AND BALANCES?
2024-02-29 04:29:00,FOXNEWSW,12,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1740,"= !. . BIDEN BLASTS GOP OVER MENTAL FITNESS CONCERNS\n1,583 ADULTS | MOE: +/- 2.5% PTS\nm PHYSICIAN SAYS BIDEN IS \""HEAI.THY\"" AND \""ROBUST\"
2024-02-29 04:29:00,MSNBCW,25,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1740,"i TRUMP SAYS HE SUPPORTS IVF AFTER EMBRYO RULING\ni ' IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\nFMR. SEN. DOUG JONES (RJIFA:ZAVNN"
2024-02-29 04:30:00,FOXNEWSW,12,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1800,"{. . PRESIDENT BIDEN'S PHYSICIAN CALLS HIM \""ROBUST\""\n» TUDOR DIXON | 'THE TUDOR DIXON PODCAST' HOST\n» TUDOR DIXON (R) | FORMER GUBERNATORIAL CANDIDATE"
2024-02-29 04:30:00,MSNBCW,29,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1800,". IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\n=' IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE\nFMR. SEN. DOUG JONES (RJIFA:ZAVNN"
2024-02-29 04:31:00,BBCNEWS,3,BBCNEWS_20240229_043000_HARDtalk/start/60,[O NEWS
2024-02-29 04:31:00,CNNW,5,CNNW_20240229_040000_Laura_Coates_Live/start/1860,"on average in a year with healthy lifestyle changes. . Based on studies of branded GLP-1 medications in non-diabetics with BMI 23O, or BMI 227 with at least one"
2024-02-29 04:31:00,FOXNEWSW,12,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1860,"rPRESIDENT BIDEN'S PHYSICIAN CALLS HIM \""ROBUST\"
2024-02-29 04:31:00,MSNBCW,59,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1860,"“ l IVF PATIENTS, ADVOCATES RALLY AT ALABAMA STATE HOUSE"
2024-02-29 04:32:00,CNNW,19,CNNW_20240229_040000_Laura_Coates_Live/start/1920,ResetSmile.com
2024-02-29 04:32:00,FOXNEWSW,31,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1920,'UNCOMMITTED' VOTE IN MI DEM PRIMARY EXCEEDS GOAL\n= !. . BIDEN & TRUMP TO MAKE DUELING TRIPS TO BORDER\n> KARINE JEAN-PIERRE | WHITE HOUSE PRESS SECRETARY
2024-02-29 04:32:00,MSNBCW,60,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1920,. McCONNELL TO STEP DOWN AS REPUBLICAN LEADER
2024-02-29 04:33:00,BBCNEWS,3,BBCNEWS_20240229_043000_HARDtalk/start/180,VLI. . [ [ NEWS
2024-02-29 04:33:00,CNNW,11,CNNW_20240229_040000_Laura_Coates_Live/start/1980,. CNBC.COM/BecomeAMember
2024-02-29 04:33:00,FOXNEWSW,24,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/1980,"BIDEN CALLED OUT ON HIS BORDER STANCE AS CANDIDATE\n\""\""\"" Lo Sl ’. . BIDEN '&“TRUMP TO MAKE DUELING TRIPS TO BORDER"
2024-02-29 04:33:00,MSNBCW,39,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1980,i i McCONNELL TO STEP DOWN AS REPUBLICAN LEADER\nFMR. SEN. DOUG JONES (RJIFA:ZAVRN
2024-02-29 04:34:00,CNNW,35,CNNW_20240229_040000_Laura_Coates_Live/start/2040,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. Sen. Mitch McConnell | (R) Kentucky
2024-02-29 04:35:00,CNNW,57,CNNW_20240229_040000_Laura_Coates_Live/start/2100,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Rep. Glenn Ilvey | (D) Ethics Committee
2024-02-29 04:35:00,FOXNEWSW,7,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/2100,CET VAR DU D s I\nFor adults with moderate to severe plaaue psoriasis
2024-02-29 04:36:00,BBCNEWS,3,BBCNEWS_20240229_043000_HARDtalk/start/360,[O NEWS
2024-02-29 04:36:00,CNNW,48,CNNW_20240229_040000_Laura_Coates_Live/start/2160,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. Rep. Glenn Ilvey | (D) Judiciary Committee\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Rep. Glenn Ilvey | (D) Ethics Committee
2024-02-29 04:36:00,MSNBCW,30,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/2160,1-8OO-8385-3888
2024-02-29 04:37:00,CNNW,39,CNNW_20240229_040000_Laura_Coates_Live/start/2220,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nSUPREME COURT TO HEAR ARGUMENTS OVER. TRUMP PRESIDENTIAL IMMUNITY CLAIM IN APRIL\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Rep. Glenn Ilvey | (D) Ethics Committee
2024-02-29 04:38:00,CNNW,62,CNNW_20240229_040000_Laura_Coates_Live/start/2280,SUPREME COURT TO HEAR ARGUMENTS OVER. TRUMP PRESIDENTIAL IMMUNITY CLAIM IN APRIL
2024-02-29 04:38:00,FOXNEWSW,10,FOXNEWSW_20240229_040000_Fox_News_at_Night/start/2280,"n Sleep before you buy. Just pay $7.95 to cover shipping. Unless you cancel within 17 days from the date of. ou will be charged for the two botties you receive and conveniently enrolled in our bi-monthly subscription. 1t program for just $59.95 per bottle. We honor our 3O-day MBG. These statements have not been evaluated. >d and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.\nVA ACDNAA Are 4 OOO OOO DNNEL"
2024-02-29 04:38:00,MSNBCW,11,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/2280,CONGRESS STRIKES DEAL TO AVERT. . PARTIAL GOVT. SHUTDOWN FOR NOW
2024-02-29 04:39:00,CNNW,20,CNNW_20240229_040000_Laura_Coates_Live/start/2340,SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. . Rep. Glenn Ilvey | (D) Ethics Committee\nSUPREME COURT TO HEAR ARGUMENTS OVER. TRUMP PRESIDENTIAL IMMUNITY CLAIM IN APRIL\nSCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM. Rep. Glenn Ilvey | (D) Judiciary Committee
2024-02-29 04:39:00,MSNBCW,39,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/2340,". McCONNELL WILL STEP DOWN FROM LEADERSHIP ROLE IN NOV.\nd CONGRESS STRIKES DEAL TO AVERT. PARTIAL GOVT. SHUTDOWN FOR NOW\n. REP. TOM SUOZZI SWORN IN, SHRINKING HOUSE GOP MAJORITY"
2024-02-29 04:40:00,CNNW,31,CNNW_20240229_040000_Laura_Coates_Live/start/2400,"SCOTUS AGREES TO HEAR TRUMP'S IMMUNITY CLAIM\nIL JUDGE REMOVES TRUMP FROM BALLOT DUE TO \""INSURRECTIONIST BAN\"
2024-02-29 04:40:00,MSNBCW,45,MSNBCW_20240229_040000_The_11th_Hour_With_Stephanie_Ruhle/start/2400,CONGRESS STRIKES DEAL TO AVERT. PARTIAL GOVT. SHUTDOWN FOR NOW\n.' McCONNELL WILL STEP DOWN FROM LEADERSHIP ROLE IN NOV.
